date,abstract,keywords,doc_type,material_type,news_desk
2020-12-01,The Biden administration should support a regional effort to stabilize Afghanistan.,"['Afghanistan War (2001- )', 'Terrorism', 'Peace Process', 'United States International Relations', 'United States Defense and Military Forces']",article,Editorial,Editorial
2020-12-01,Prosecutors also revealed in a court filing that President Trump’s pardon of Michael Flynn was written broadly to end the former aide’s legal jeopardy.,"['Russian Interference in 2016 US Elections and Ties to Trump Associates', 'Amnesties, Commutations and Pardons', 'United States Politics and Government', 'Special Prosecutors (Independent Counsel)']",article,News,Washington
2020-12-01,Some Republicans in the state fear that the doubt President Trump is sowing about the fairness of the election could depress turnout for the crucial Senate runoff races.,"['Presidential Election of 2020', 'Elections, Senate', 'United States Politics and Government']",article,News,Politics
2020-12-01,"Unlike President Trump, who was expected to shrug off health threats in favor of huge crowds, President-elect Joseph R. Biden Jr. has indicated that his inauguration will not be business as usual.","['Inaugurations', 'Presidents and Presidency (US)', 'Presidential Transition (US)', 'Presidential Election of 2020', 'United States Politics and Government', 'Coronavirus (2019-nCoV)', 'Coronavirus Risks and Safety Concerns']",article,News,Washington
2020-12-01,Liberals will one day cite and celebrate this defense of religious liberty.,"['Constitution (US)', 'Places of Worship']",article,Op-Ed,OpEd
2020-12-01,The mayor so many love to hate is doing more than most to get kids back in class.,"['Coronavirus Reopenings', 'Education (K-12)', 'Teachers and School Employees', 'Mayors']",article,Op-Ed,OpEd
2020-12-01,"Quotation of the Day for Tuesday, December 1, 2020.",[],article,Quote,Summary
2020-12-01,"Corrections that appeared in print on Tuesday, Dec. 1, 2020.",[],article,Correction,Corrections
2020-12-01,"Dr. Scott W. Atlas, the former Stanford University radiologist who espoused disputed theories and rankled government scientists while advising President Trump on the pandemic, has resigned his White House position, according to a senior government official.",['internal-essential'],article,News,Washington
2020-12-01,"Dr. Atlas joined the White House in August as a special government employee for a limited term, prompting clashes with government scientists over his contentious theories.","['Coronavirus (2019-nCoV)', 'United States Politics and Government', 'Appointments and Executive Changes']",article,News,Washington
2020-12-01,"The U.S.S. Bonhomme Richard will instead be decommissioned and some of its spare parts will be used in other naval vessels, officials said.","['Ships and Shipping', 'Arson', 'Maritime Accidents and Safety', 'USS Bonhomme Richard (LHD-6) (Ship)', 'United States Defense and Military Forces', 'Fires and Firefighters']",article,News,Express
2020-12-01,Byron Walden gives us a workout.,['Crossword Puzzles'],article,News,Games
2020-12-01,The dark winter ahead for the U.S.,[],article,briefing,NYTNow
2020-12-01,"The president’s campaign has ratcheted up its appeals for cash, but the first 75 percent of every contribution is going to a new political action committee that could fund his next political move.","['Presidential Election of 2020', 'Campaign Finance', 'Political Action Committees']",article,News,Politics
2020-12-01,A photographer said four men dismantled the mysterious shiny object that has captivated the country. Two Utah residents said they took part in the removal.,"['Sculpture', 'Deserts', 'Federal Lands', 'Art']",article,News,Culture
2020-12-01,Testing was going to be disrupted at a major transit hub because of the filming of a movie featuring the TikTok star Addison Rae. The city then backtracked.,['Shutdowns (Institutional)'],article,News,Culture
2020-12-01,This word has appeared in 17 articles on NYTimes.com in the past year.,[],article,News,Learning
2020-12-01,"An organized gang struck the southern city of Criciúma with guns and explosives, robbing a bank and briefly taking hostages. Hours later, Brazilians reported another gang robbery over 2,000 miles away.","['Bank Robberies', 'Organized Crime']",article,News,Foreign
2020-12-01,"“Someone check who that dog voted for,” Trevor Noah said after the president-elect fractured his foot while playing with his German shepherd.",[],article,News,Culture
2020-12-01,A surprise clutch of eggs has solved a century-old leaf insect mystery.,"['your-feed-science', 'your-feed-animals', 'Insects', 'Reproduction (Biological)', 'Research', 'Museums']",article,News,Science
2020-12-01,What have you read and loved this year?,[],article,News,Learning
2020-12-01,"The Giants are riding a three-game win streak and seem banded behind first-year Coach Joe Judge. In a shaky division, that just might be enough to put them in the playoffs.","['Football', 'Coaches and Managers']",article,News,Sports
2020-12-01,"As a Black cyclist from South Los Angeles, Justin Williams says he has frequently been written off by managers. That hasn’t slowed him down as he works to diversify the sport.","['Cycling, Road', 'Black People', 'Blacks', 'Race and Ethnicity']",article,News,Sports
2020-12-01,"The throngs of visitors have disappeared from New York City’s famous neighborhood, and there is an eeriness to the emptiness.","['Quarantine (Life and Culture)', 'Shutdowns (Institutional)', 'Coronavirus (2019-nCoV)', 'Homeless Persons', 'Travel and Vacations']",article,News,Metro
2020-12-01,The oldest member of BTS was saved at the last minute from having to join the military under the country’s conscription system.,"['K-Pop', 'Defense and Military Forces', 'Draft and Recruitment (Military)', 'Law and Legislation']",article,News,Foreign
2020-12-01,"France’s coronavirus test positivity rate, at 11.1 percent, is nearly four times that of New York City.",['internal-essential'],article,News,Foreign
2020-12-01,"A Centers for Disease Control and Prevention advisory committee is meeting on Tuesday afternoon to decide what its advice will be about who should get access to Covid-19 vaccines first. But much like its recommendations about masks and travel restrictions, the C.D.C.’s guidance about vaccine distribution will only inform states, which will ultimately need to devise their own plans.",['internal-essential'],article,News,National
2020-12-01,"The magazine’s Ethicist columnist on ending friendships with those who back the president, identifying as L.G.B.T.Q. on medical-school applications — and more.","['Homosexuality and Bisexuality', 'Medical Schools', 'Ethics (Personal)', 'United States Politics and Government']",article,News,Magazine
2020-12-01,Quentin Blakley is a firefighter who comes into close contact with strangers all day long. He and his family haven’t let their guard down since March.,"['Families and Family Life', 'Coronavirus (2019-nCoV)', 'Coronavirus Risks and Safety Concerns']",multimedia,Interactive Feature,U.S.
2020-12-01,It doesn’t have to be a man. Pat the snow as you go. Leave scarves outside to cool before accessorizing.,"['Snow and Snowstorms', 'Content Type: Service']",article,News,Magazine
2020-12-01,"In “Dissipatio H.G.,” by Guido Morselli, every human in the world vanishes. Except one.",['Books and Literature'],article,Review,BookReview
2020-12-01,"Where just last year, communication with patients and families through a screen felt crass, now it’s the compassionate thing to do.","['Telemedicine', 'Videophones and Videoconferencing', 'Families and Family Life', 'Hospitals', 'iPad', 'Coronavirus (2019-nCoV)', 'Computers and the Internet', 'Robots and Robotics']",article,News,Well
2020-12-01,"Trial lawyers are storytellers. Take the case of the Velvet Elvis, a kitschy cigar lounge that got on the wrong side of the Presley estate.",['Suits and Litigation (Civil)'],article,News,Magazine
2020-12-01,"A selection of recent books of interest; plus, a peek at what our colleagues around the newsroom are reading.",['Books and Literature'],article,News,BookReview
2020-12-01,"In Chelsea G. Summers’s “A Certain Hunger,” a psychopathic food critic literally consumes the men she targets.",['Books and Literature'],article,Review,BookReview
2020-12-01,"In her new book, Ijeoma Oluo traces the history of white American manhood from Buffalo Bill to contemporary football to show how violence and opportunism have helped white men maintain a grip on power.","['Books and Literature', 'Discrimination', 'Men and Boys', 'Whites', ""Women's Rights""]",article,Review,BookReview
2020-12-01,"“Sometimes You Have to Lie,” a biography by Leslie Brody of Louise Fitzhugh, the author of “Harriet the Spy,” reveals a writer who had much in common with her indelible characters.","['Books and Literature', 'Writing and Writers', 'Children and Childhood', 'Content Type: Personal Profile']",article,News,BookReview
2020-12-01,"In Manuel Vilas’s novel, a writer takes stock of his past and the changing face of Spain.",['Books and Literature'],article,Review,BookReview
2020-12-01,"Anand Patwardhan spent decades tracking the rise of Hindu nationalism. And now, under an increasingly repressive government, he holds his screenings in secret.","['Documentary Films and Programs', 'Caste Systems', 'Censorship', 'Politics and Government', 'Nationalism (Theory and Philosophy)', 'Discrimination', 'Hinduism', 'Content Type: Personal Profile']",article,News,Magazine
2020-12-01,Betsy DeVos’s assault on public education has provided a chance for major policy renewal.,"['United States Politics and Government', 'Education (K-12)', 'Private and Sectarian Schools', 'Charter Schools', 'For-Profit Schools', 'Tests and Examinations']",article,Op-Ed,OpEd
2020-12-01,"When the Taliban halted education for girls, this young activist fought to find her voice as a writer. Now she’s using it to make herself heard.","['Books and Literature', 'Women and Girls']",article,News,BookReview
2020-12-01,Science and objective analysis need to be revived.,"['Drugs (Pharmaceuticals)', 'Health Insurance and Managed Care', 'Elderly', 'Medicare', 'Medicaid', 'Presidential Election of 2020']",article,Op-Ed,OpEd
2020-12-01,Audible crossing signals help visually impaired pedestrians. A court ordered New York City to come up with a plan to install more of the devices.,"['Blindness', 'Suits and Litigation (Civil)', 'Walking', 'Coronavirus (2019-nCoV)']",article,News,Metro
2020-12-01,"Jeffrey Zients, a candidate to lead the administration’s coronavirus response team, is arousing resistance from some progressive Democrats.","['Presidential Transition (US)', 'United States Politics and Government', 'Coronavirus (2019-nCoV)', 'Content Type: Personal Profile']",article,News,Washington
2020-12-01,"Theaters shut down, but dance didn’t. There was dancing in the streets and dancing on screens. Old treasures spilled out of the vaults.","['Two Thousand Twenty', 'Quarantine (Life and Culture)', 'Dancing', 'Art']",article,News,Arts&Leisure
2020-12-01,Mayoral elections between David Dinkins and Mr. Giuliani foretold the future of American politics.,"['Elections, Mayors']",article,Op-Ed,OpEd
2020-12-01,One online vintage shop is the source of many of Princess Diana’s best looks.,"['Fashion and Apparel', 'Shopping and Retail', 'Television', 'Costumes', 'Content Type: Personal Profile', 'your-feed-fashion', 'Entrepreneurship']",article,News,Styles
2020-12-01,"Especially in service industries, old jobs may not be coming back. Training programs are aiming to provide skills for more resilient occupations.","['Hiring and Promotion', 'Coronavirus Aid, Relief, and Economic Security Act (2020)', 'Coronavirus (2019-nCoV)', 'Vocational Training', 'Labor and Jobs', 'Layoffs and Job Reductions', 'Careers and Professions', 'United States Economy', 'Shutdowns (Institutional)']",article,News,Business
2020-12-01,"That Tokyo trip will have to wait for the millions of people who canceled flights and hotel bookings. But there are ways to bring you closer to this sometimes impenetrable, always fascinating, city.","['Travel and Vacations', 'Cooking and Cookbooks', 'Restaurants', 'Music', 'Video Recordings, Downloads and Streaming', 'Movies', 'Books and Literature', 'Pop and Rock Music']",article,News,Travel
2020-12-01,"We answer that and other important questions about the distribution, safety and availability of the shots.","['your-feed-science', 'Vaccination and Immunization', 'Coronavirus (2019-nCoV)', 'Drugs (Pharmaceuticals)', 'Elderly']",article,News,Science
2020-12-01,"The two Democrats running in Georgia don’t share the far-reaching policy goals of their party’s left flank, but progressives are still trying to help them — with modified messages.","['Presidential Election of 2020', 'United States Politics and Government', 'Elections, Senate', 'Green New Deal']",article,News,Politics
2020-12-01,"A roaring recovery is in sight, but a lot depends on what Congress does next for the winter economy.","['United States Economy', 'Stimulus (Economic)', 'Shutdowns (Institutional)', 'Layoffs and Job Reductions', 'Coronavirus (2019-nCoV)', 'Economic Conditions and Trends', 'Real Estate (Commercial)', 'Restaurants', 'Shopping Centers and Malls']",article,News,Upshot
2020-12-01,"As one architect discovered for herself after a failed relationship, the best way forward is sometimes getting rid of most of what you own.","['Real Estate and Housing (Residential)', 'Restoration and Renovation', 'Home Repairs and Improvements', 'Interior Design and Furnishings', 'Furniture', 'Lighting']",multimedia,Slideshow,Real Estate
2020-12-01,"As one architect discovered after a failed relationship, the best way forward is sometimes getting rid of most of what you own.","['Real Estate and Housing (Residential)', 'Interior Design and Furnishings', 'Home Repairs and Improvements', 'Furniture', 'Dating and Relationships', 'ARCHITECTURE']",article,News,RealEstate
2020-12-01,"The iron-fisted tactics used against Georgia and Ukraine seem to have fallen out of favor, replaced by a more subtle blend of soft power and an implicit military threat.","['Peace Process', 'War and Armed Conflicts', 'International Relations']",article,News,Foreign
2020-12-01,"With many professional women working remotely, their notions of work wear have transformed, shaking up businesses that have sought to outfit them for the office.","['Telecommuting', 'Fashion and Apparel', 'Quarantine (Life and Culture)', 'Workplace Environment', 'Suits (Apparel)', 'Women and Girls']",article,News,Business
2020-12-01,"It wasn’t the year for celebration. But watching innovation flourish inspired our chief critic, while other writers found the joys of the stage in other media.","['Theater', 'Two Thousand Twenty']",article,News,Arts&Leisure
2020-12-01,"Television wasn’t spared by the pandemic, but there were still more great shows than any one person could watch. Here’s a look at the top series of the year, as well as some that signed off for good.","['Two Thousand Twenty', 'Television']",article,News,Arts&Leisure
2020-12-01,"The governor announced new measures to  stem the outbreak, focusing  on hospital capacity and  problem areas rather than on broad shutdowns.","['Coronavirus (2019-nCoV)', 'Acquired Immune Deficiency Syndrome']",article,briefing,Metro
2020-12-01,"An excerpt from “Black Futures,” by Kimberly Drew and Jenna Wortham",[],article,Review,BookReview
2020-12-01,"With a new administration and coronavirus vaccines on the way, there is hope for the United States, even as it grapples with the appalling milestone of more than one million new coronavirus cases every week. ",['internal-essential'],article,News,Science
2020-12-01,"An excerpt from “Dancing in the Mosque: An Afghan Mother’s Letter to her Son,” by Homeira Qaderi",[],article,Review,BookReview
2020-12-01,A look at the president-elect’s choice of Treasury secretary and how she might tackle the pandemic-provoked financial crisis.,"['United States Economy', 'Presidential Transition (US)', 'United States Politics and Government', 'Women and Girls']",article,News,Podcasts
2020-12-01,And what else you need to know today.,[],article,briefing,NYTNow
2020-12-01,"During Britain’s lockdown, recorded plays from the archive were free to watch on YouTube. Now, the theater has started a paid service.","['Theater', 'Video Recordings, Downloads and Streaming']",article,News,Culture
2020-12-01,"When Australia’s leader demanded an apology for a tweet by a Chinese official, his response reflected the insecurities facing many countries in dealing with China.","['International Trade and World Market', 'United States International Relations']",article,News,Foreign
2020-12-01,"Caring for someone with a health issue is never easy, but this guide can help you ease the burden by getting organized, marshaling local resources and finding support.","['Happiness', 'Medicine and Health', 'Elder Care', 'Home Health Care']",multimedia,Interactive Feature,Well
2020-12-01,This Norwegian drama shows a strong feel for pulsing bass but a weaker sense of character.,['Movies'],article,Review,Weekend
2020-12-01,Planning for a Covid-era inauguration intensifies: This is your morning tip sheet.,"['Presidential Transition (US)', 'United States Politics and Government']",article,News,Politics
2020-12-01,It will ask the S.E.C. to approve a new rule requiring more diverse corporate directors.,"['Regulation and Deregulation of Industry', 'Corporate Social Responsibility', 'Banking and Financial Institutions', 'Mergers, Acquisitions and Divestitures']",article,News,Business
2020-12-01,"The labor market has recovered 12 million of the 22 million jobs lost from February to April. But many jobs may not return any time soon, even when a vaccine is deployed, The New York Times’s Eduardo Porter reports.",[],article,News,Business
2020-12-01,"Esther Dingley, who had written extensively about traveling through Europe for the past six years with her partner, was last seen on Nov. 22.","['Hikes and Hiking', 'Missing Persons']",article,News,Express
2020-12-01,Airbnb is trying to ride the soaring stock market to a comeback.,"['Venture Capital', 'Initial Public Offerings', 'Hotels and Travel Lodgings', 'Start-ups', 'Stocks and Bonds', 'Computers and the Internet']",article,News,Business
2020-12-01,How well did you follow the news this past week? How many of these 10 questions can you get right?,[],multimedia,Interactive Feature,The Learning Network
2020-12-01,"In this lesson, students will learn about the impact of hunger in New York City. Then they will research food insecurity in their communities and consider solutions.",[],article,News,Learning
2020-12-01,The pandemic has made hugging friends and family outside our pod difficult. Do you agree that hugs are “good for humans”?,[],article,News,Learning
2020-12-01,"With Covid looming again, some rental buildings are creating programming that is safe and also captures the imaginations of tenants.","['Real Estate and Housing (Residential)', 'Quarantine (Life and Culture)', 'Renting and Leasing (Real Estate)', 'Parties (Social)', 'Coronavirus (2019-nCoV)', 'Content Type: Personal Profile']",article,News,RealEstate
2020-12-01,"Since moving into the Chianti, Italy, property in the ’70s, the shoe designer René Caovilla has, together with his kin, made the traditions of the ancient region his own.","['Design', 'Art', 'Furniture', 'Monasteries and Monks']",article,News,TStyle
2020-12-01,"Nasdaq asked the Securities and Exchange Commission on Tuesday for permission to adopt a new requirement for the companies listed on its main U.S. stock exchange: have at least one woman and one “diverse” director, and report data on boardroom diversity. If companies don’t comply they would face potential delisting, reports the DealBook newsletter.",[],article,News,Business
2020-12-01,"The stage being built on the West Front of the Capitol can hold 1,600 spectators for a close-up view of President-elect Joseph R. Biden Jr. as he takes the oath of office. The reviewing stand under construction in front of the White House will be ready for the inaugural parade and thousands of cheering onlookers as the marchers pass by. And the National Mall is prepared to accommodate many more.",[],article,News,Washington
2020-12-01,"President Trump’s sustained assault on his own party in Georgia, and his repeated claims of election fraud in the state, have intensified worries among Republicans that he could be hurting their ability to win two crucial Senate runoff races next month.",[],article,News,Washington
2020-12-01,"President-elect Joseph R. Biden Jr. introduced key members of his economic team on Tuesday, as he prepares to assume the White House at a moment when the economic recovery from the coronavirus pandemic is slowing and millions remain out of work.",[],article,News,Washington
2020-12-01,"For pedestrians who cannot see or have limited vision, navigating the chaotic sidewalks and crosswalks of New York City was dicey enough before the pandemic. But the outbreak, blind people say, has made crossing the city’s streets even riskier and more harrowing.",['internal-essential'],article,News,Metro
2020-12-01,"Jeffrey D. Zients, the former head of the Obama administration’s National Economic Council, has emerged as an important power center as a co-chairman of the Biden transition team and is currently a top candidate to be the coronavirus czar, a role in which he would steer the government’s response to the pandemic that has wrought financial hardship across the country.",[],article,News,Washington
2020-12-01,"The world will start to recover only gradually next year from a devastating global recession brought on by the coronavirus pandemic, but the revival is unlikely to repair an income divide that is leaving more people around the world poorer because of the crisis, the Organization for Economic Cooperation and Development said Tuesday.",[],article,News,Business
2020-12-01,Tuesday: State projections showed that intensive care units could be full by the middle of December. Also: What’s at stake in the Senate pick.,['Coronavirus (2019-nCoV)'],article,briefing,National
2020-12-01,"With just weeks until the two Georgia runoff elections that will determine the balance of the Senate, progressive groups are pouring resources into the state — on behalf of two candidates who do not share their most ambitious policy goals.",[],article,News,Washington
2020-12-01,Recent commercial real estate transactions in New York.,"['Real Estate and Housing (Residential)', 'Real Estate (Commercial)']",article,News,Business
2020-12-01,"These eight oversize totes — some logoed, some understated — are perfect carryalls, even if you’ll be staying close to home this holiday season.","['Fashion and Apparel', 'Handbags and Purses']",article,News,TStyle
2020-12-01,A reality TV producer who spent most of her days orchestrating elaborate scenes for singles looking for love finally became the star of her own long-awaited love story.,"['Love (Emotion)', 'Dating and Relationships', 'Egg Donation and Freezing', 'Weddings and Engagements']",article,News,Styles
2020-12-01,"The police in the southwestern city of Trier arrested a German man who sped through a pedestrian shopping area, killing four people. Prosecutors say there is no indication of a political or religious motive.",['Deaths (Fatalities)'],article,News,Foreign
2020-12-01,"Geoffrey S. Berman, the former U.S. attorney for the Southern District of New York who was fired by President Trump in June, has joined the law firm of Fried, Frank, Harris, Shriver & Jacobson, the firm said on Tuesday.","['Legal Profession', 'Appointments and Executive Changes', 'Politics and Government']",article,News,Business
2020-12-01,"President Trump has raised about $170 million since Election Day as his campaign operation has continued to aggressively solicit donations with hyped-up appeals that have funded his fruitless attempts to overturn the election and that have seeded his post-presidential political ambitions, according to a person familiar with the matter.",[],article,News,Washington
2020-12-01,"The young actress, who stars in “The Baby-Sitters Club” on Netflix, had a head start on our new, socially distant reality.","['Quarantine (Life and Culture)', 'Content Type: Personal Profile']",article,News,Arts&Leisure
2020-12-01,"Every month, subscription streaming services add a new batch of titles to their libraries. Here are our picks for December.","['Movies', 'Television']",article,News,Culture
2020-12-01,"New York City may be emptier than normal, but art is still around us. Four photographers who find inspiration in the streets went in search of candid moments and images that struck them — impressionistically, conceptually or naturally — as art.","['Photography', 'Quarantine (Life and Culture)']",article,News,Arts&Leisure
2020-12-01,"Jerome H. Powell, the chair of the Federal Reserve, and Steven Mnuchin, the secretary of the Treasury, are testifying before the Senate Banking Committee. In prepared remarks, they painted starkly different visions of the challenges facing the United States economy in the months ahead, further exposing a rift that began to show earlier this month.",[],article,News,Business
2020-12-01,"The Defense Department said Christopher Maier resigned, but his supporters say he was forced out of a job leading military efforts to combat ISIS.","['United States Defense and Military Forces', 'Appointments and Executive Changes', 'United States Politics and Government', 'Terrorism']",article,News,Washington
2020-12-01,"As the busiest shopping period of the year gets underway, two of Britain’s largest high-street retailers have collapsed.",[],article,News,Business
2020-12-01,Surveyor 2 crashed on the moon in 1966. Astronomers think they’ve spotted a piece of the mission that kept going deeper into space.,"['Rocket Science and Propulsion', 'Space and Astronomy', 'Telescopes and Observatories', 'Asteroids', 'Moon', 'Earth']",article,News,Science
2020-12-01,Representatives for Sudan say the East African country will exit the accords brokered by the Trump administration if Congress refuses to give it immunity from future terrorism claims in court.,"['International Relations', 'Terrorism', 'Embargoes and Sanctions', 'September 11 (2001)']",article,News,Washington
2020-12-01,Readers discuss the motives behind the assassination and the likely consequences.,"['Nuclear Weapons', 'Assassinations and Attempted Assassinations', 'United States International Relations']",article,Letter,Letters
2020-12-01,"The mission will now collect samples, aiming to return with them to Earth by mid-December.","['Moon', 'Rocket Science and Propulsion', 'Space and Astronomy']",article,News,Science
2020-12-01,The company’s leaders had hoped the season’s start date in late spring might allow them to proceed.,"['Dancing', 'Coronavirus (2019-nCoV)', 'Shutdowns (Institutional)']",article,News,Culture
2020-12-01,"Babies born by cesarean section were at higher risk of being hospitalized with gastrointestinal, respiratory and other infections.","['Babies and Infants', 'Infections', 'Hospitals', 'Pregnancy and Childbirth', 'Caesarean Section']",article,News,Well
2020-12-01,Amazon’s cloud computing business and Apple’s Macs are increasingly using the companies’ homegrown chips.,"['Computer Chips', 'Computers and the Internet', 'Cloud Computing', 'Cellular Telephones', 'Laptop Computers', 'Data Centers', 'Smartphones']",article,News,Business
2020-12-01,The best holiday cookies are the ones you’ve made yourself. Here are tips for assembling gift boxes and getting them to loved ones.,"['Content Type: Service', 'Cookies', 'Containers and Packaging', 'Postal Service and Post Offices']",article,News,Dining
2020-12-01,"The country’s economy, like the nation’s politics, is queasily suspended between the Trump and Biden administrations — at a moment when the rampaging pandemic has prompted deep concerns over the strength, timing and even likelihood of a possible recovery next year.",[],article,News,Washington
2020-12-01,"A brasserie-style destination in Williamsburg, Brooklyn, a takeout-and-delivery-only outpost of Nice Day, and more restaurant news.","['Restaurants', 'Quarantine (Life and Culture)']",article,News,Dining
2020-12-01,Astronomers and residents of Puerto Rico mourned as an eye on the cosmos shuttered unexpectedly on Tuesday morning.,"['Space and Astronomy', 'Telescopes and Observatories']",article,News,Express
