date,abstract,keywords,doc_type,material_type,news_desk
2019-04-01,"Quotation of the Day for Monday, April 1, 2019.",[],article,Quote,Summary
2019-04-01,"Istanbul, the president’s hometown and stronghold, seemed poised to slip through his fingers in municipal elections that signaled a political earthquake.","['Elections', 'Politics and Government']",article,News,Foreign
2019-04-01,"In Mara Nelson-Greenberg’s fitfully funny play, a female empathy coach faces the insuperable challenge of teaching men some compassion.",['Theater'],article,Review,Culture
2019-04-01,"“What the Constitution Means to Me,” the best new play of the Broadway season so far, rivetingly combines personal history and civic engagement.",['Theater'],article,Review,Culture
2019-04-01,Turns out that a Jacobean tragedy with a bleak worldview and an extensive body count can still be a lot of fun.,['Theater'],article,Review,Culture
2019-04-01,"Uneven pitching and sputtering hitting gave the Yankees a second straight loss to Baltimore, and gave J.A. Happ his first loss at Yankee Stadium since 2013.",['Baseball'],article,News,Sports
2019-04-01,The HBO series made good on its promise to deliver big revelations about the 20-year-old murder case that “Serial” made famous.,"['Television', 'Forensic Science', 'DNA (Deoxyribonucleic Acid)', 'Murders, Attempted Murders and Homicides', 'Documentary Films and Programs']",article,News,Culture
2019-04-01,"Most of the key characters in “Billions” — Bobby Axelrod, Chuck, Taylor Mason — seem to require intense adversity to be at their best.",['Television'],article,News,Culture
2019-04-01,"A network of hundreds of social media accounts, many of them fake, was used to smear opponents of the Israeli prime minister, investigators found.","['Elections', 'Social Media', 'Rumors and Misinformation']",article,News,Foreign
2019-04-01,"The footage, newly released by the police in Vallejo, Calif., shows that Mr. McCoy was shot about 10 seconds after he began to move in his car outside a Taco Bell.","['Police Brutality, Misconduct and Shootings', 'Video Recordings, Downloads and Streaming', 'Murders, Attempted Murders and Homicides']",article,News,Express
2019-04-01,"The woman, Doan Thi Huong, 30, pleaded guilty to the lesser charge of causing bodily harm, in a killing that many officials believe was set up by North Korean agents.",['Assassinations and Attempted Assassinations'],article,News,Foreign
2019-04-01,"His death, in a shooting in which two others were wounded, prompted an outpouring of support from the Los Angeles community that he championed.","['Rap and Hip-Hop', 'Murders, Attempted Murders and Homicides']",article,News,Express
2019-04-01,Ghosts! Billygoats! Lazy men and thirsty thieves! All these stories — and more like them — as they were dutifully reported in the late 1800s and early 1900s.,"['Parrots', 'Santa Claus', ""APRIL FOOL'S DAY"", 'Dogs', 'Cats', 'Funerals and Memorials']",article,News,Insider
2019-04-01,Let us help you start your day.,[],article,briefing,NYTNow
2019-04-01,"A former Nevada legislator, Lucy Flores, said former Vice President Joe Biden inappropriately touched and kissed her during a campaign event in 2014.",['United States Politics and Government'],article,News,Politics
2019-04-01,"“Dead bodies are scattered everywhere,” an official said, as rescuers continued to search through the debris.","['Deaths (Fatalities)', 'Rain']",article,News,Foreign
2019-04-01,Jordan Peele’s reboot of the seminal sci-fi series arrives on CBS All Access. And Iggy Pop’s documentary series wraps up on Epix.,"['Movies', 'Television']",article,Schedule,Culture
2019-04-01,"Ms. Fileva, who was considered one of Russia’s richest women, died on Sunday when a private plane on which she was traveling crashed in Germany.","['Aviation Accidents, Safety and Disasters', 'Deaths (Fatalities)']",article,News,Foreign
2019-04-01,This word has appeared in 20 articles on NYTimes.com in the past year.,[],article,News,Learning
2019-04-01,"As teams emphasize better defense behind the plate, everyday catchers with big bats are becoming increasingly hard to find.",['Baseball'],article,News,Sports
2019-04-01,"Making plans to return a lost wallet, overheard in a Brooklyn bookstore and other reader tales of New York City in this week’s Metropolitan Diary.",[],article,News,Metro
